RT @RadioFreeTom: I guess it's not a hoax https://t.co/Fkt0SrECOt
"Something has to give! Help. 

#coronavirus #venturacounty #COVID2019https://twitter.com/msananimoss/status/1239701686777548801?s=21 …"
"Something has to give! Help. 

#coronavirus #venturacounty #COVID2019https://twitter.com/msananimoss/status/1239701686777548801?s=21 …"
