"How do we know Coronavirus is not already killed in US? CDC reports 4000 dead from flu, how do we know it is not virus related since there are no testing kits? There something someone not tell us call me conspiracy theorist, There feeling We’re just now scratching the surface"
Close the airports #trump #coronavirus 
"#2: Wash your hands regularly, wish soap and water. Plus, other tips to keep yourself safe. http://bit.ly/2PwzHCc #CoronavirusUpdates #COVID19"
JUST IN China finally admitted that they were welding entire apartment buildings shut by announcing their intention to tighten epidemic controls by sealing entire residential complexes and only allowing essential vehicles on roads. #coronavirus https://www.reuters.com/article/us-china-health-latest-factbox-idCAKBN2070F2 …
"Alameda County declares a State of Emergency to respond to the #coronavirus outbreak, officials say#COVID19https://twitter.com/skarlamangla/status/1234259120988901377 …"
