New coronavirus outbreak in Chinese city of Wuhan - Reuters https://www.reuters.com/article/us-china-health-pneumonia-factbox/new-coronavirus-outbreak-in-chinese-city-of-wuhan-idUSKBN1ZI04G …
"Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE
#coronavirus
https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6 …pic.twitter.com/kUdqTi44bn"
"These are 6 of the main differences between flu and coronavirus - via @techreview
#coronavirus #COVID19https://www.technologyreview.com/f/615341/flu-vs-coronavirus-6-differences/?utm_campaign=site_visitor.unpaid.engagement&utm_source=twitter&utm_medium=social_share&utm_content=2020-03-11 …"
