Hey guys I'm doing all virus' not just corona follow me @VirusUpdatesUK I will keep you posted every single day (ONLY COVID-19 AT THE MOMENT DUE TO ITS NATIONAL EMERGENCY) #COVID19 #virus #CoronaVirusUpdates #NationalEmergency
"""Coronavirus: WHO Director-General says world is 'at a decisive point'"" https://twitter.com/i/events/1219057585707315201 #COVID19 #CoronaVirusUpdates #coronavirus"
