"How the hell are corporations, all of a sudden, worried about the economic impacts of the #CoronaVirus, with Goldman Sachs announcing they’ll make $0 in profit, and CNN saying companies may not be able to delivery veggies? Are we that dumb and vulnerably? Bullshit. #SoDumb"
The only positive tweet came from #shahidafridi's twitter account.
NYT - Coronavirus Live Updates: Trump to Discuss Economic Steps; Italy Halts Most Travel; Stocks and Oil Prices Plunge https://www.nytimes.com/2020/03/09/world/coronavirus-news.html?action=click&module=Spotlight&pgtype=Homepage …
