"close to 500 by the end of the month. 

#coronavirus https://twitter.com/Dr_Crypto14/status/1225926115669266432 …"
"we're at 13 US #coronavirus cases and doubling every 3-4 days. 

at this rate, the US will have 100 confirmed cases in less than two weeks. 

200 in 15 days."
