Stop lying and saying young people don't die from coronavirus. 
"NEW via @WashingtonPost: One call last Wednesday with Trump's campaign manager was designed to present grim polling data to the president to encourage him to reduce the frequency of his ""coronavirus briefings"" "
"Matt Gaetz was on the House Floor this week with a gas mask on, mocking the possibility that members of Congress could contract coronavirus. pic.twitter.com/U3StgwDLG5"
