Meet the Warren-Supporting Republican Who Could Be Put in Charge of Policing Coronavirus Bailout Funds https://www.vice.com/en_us/article/939eqd/meet-the-warren-supporting-republican-who-could-be-put-in-charge-of-policing-coronavirus-bailout-funds?utm_campaign=sharebutton via @vice
Susan Rice on Trump’s coronavirus response: ‘He has cost tens of thousands of American lives’ 
"Amid Years of Funding Cuts to Public Health, First US Case of China’s Coronavirus Detected https://masscentral.com/amid-years-of-funding-cuts-to-public-health-first-us-case-of-chinas-coronavirus-detected/ …pic.twitter.com/ynFRdT9949"
‘If I do get the Coronavirus I’m attending every MAGA rally I can’ - Denver Communist Official Says She Will Use Deadly Virus as Bio Weapon Against Trump Supporters https://www.thegatewaypundit.com/2020/03/if-i-do-get-the-coronavirus-im-attending-every-maga-rally-i-can-denver-communist-official-says-she-will-use-deadly-virus-as-bio-weapon-against-trump-supporters/ … via @gatewaypundit
