Coronavirus: This Is How Air Evacuation Of Patients Under Biosafety Containment Works #avgeek #aviationhttps://buff.ly/2vibLLI 
Kodiak helps fight Coronavirus epidemic in China #avgeek #aviationhttps://buff.ly/2VgcnMv 
"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…"
Cross-country flight for $90 in the midst of #Coronavirus is...
NASA requiring all employees telework to limit coronavirus spread http://spaceexplored.com/2020/03/17/nasa-requiring-all-employees-telework-to-limit-coronavirus-spread/ …pic.twitter.com/Sl10rojydp
