"California lab says it discovered coronavirus vaccine in 3 hours |Fox Business 
https://www.foxbusiness.com/technology/california-lab-coronavirus-vaccine-3-hours …"
Trump Was Furious That Cruise Ship Passengers With Coronavirus Were Brought Back to U.S. https://news.yahoo.com/trump-furious-cruise-ship-passengers-165031258.html?soc_src=hl-viewer&soc_trk=tw … via @YahooNews
Trump Tweets Statistics to Put Coronavirus in Perspective https://trendingpolitics.com/trump-tweets-statistics-to-put-coronavirus-in-perspective/#.XmbXxpfWau8.twitter …
