Kidneys And Covid-19: Renal Manifestations Of The Novel Coronavirus http://dlvr.it/RXgjFm
"Coronavirus cuts Trump's Dow gains since election to 48% from 61% as it drops > 1900 pts in 24 hours!  Trump blames CDC even though he fired experts and gutted budget!! Why is he more concerned about money and himself than US lives! 
https://www.cnbc.com/2020/02/26/trump-may-be-angry-about-the-sell-off-but-the-dow-is-up-strong-since-his-election.html … #PeopleB4Profit"
