It's Trump's job to protect America – NOT China's. Trump fired the people whose job it WAS to notify the U.S. about Covid-19 in time. #TrumpFailedAmerica Exclusive: U.S. slashed CDC staff inside China prior to coronavirus outbreak 
"If Trump hadn't shut down the National Security Council's Global Health Security Unit, dissolved the Global Health research team, and fired Rear Adm. Timothy Ziemer in May of 2018, then we would've known China was ""covering up"" the coronavirus outbreak.
https://www.snopes.com/fact-check/trump-fire-pandemic-team/ …"
