"Aussie scientists in Melbourne have managed to replicate corona virus. No vaccines yet but this will help speed up the development of one to combat the deadly virus. 

https://www.9news.com.au/national/coronavirus-grown-in-australian-lab/5e7dfa88-7287-4059-9013-23a3fe851129 …"
