@OMB #OK #CNN Romney Suggests One-Time $1000 Payment to Every American to Help Offset Coronavirus Impact https://news.yahoo.com/romney-suggests-one-time-1000-180412364.html …
@OMB #OK #CNN Romney Suggests One-Time $1000 Payment to Every American to Help Offset Coronavirus Impact https://news.yahoo.com/romney-suggests-one-time-1000-180412364.html …
