"THE DEMO-RATS WILL DESTROY AMERICA
  HOW MANY ILLEGALS HAVE THE CORONA VIRUS HOW MAN ILLEGALS ARE STILL CROSSING THE SOUTHERN BORDER AND NOW BORDER PATROL ARE CATCHING CHINESE AND AFRICANS WHY DON`T U REPORT THIS THEY BRING IN CORONA AND OTHER CONTAGIOUS DISEASES ? BUILD  WALL"
@OutnumberedFNC  HOW MANY ILLEGALS HAVE THE CORONA VIRUS HOW MAN ILLEGALS ARE STILL CROSSING THE SOUTHERN BORDER AND NOW BORDER PATROL ARE CATCHING CHINESE AND AFRICANS WHY DON`T U REPORT THIS THEY BRING IN CORONA AND OTHER CONTAGIOUS DISEASES ????? BUILD THAT WALL NOW TRIPLE ICE
