"1) A team of White House and administration officials Mnuchin, Kudlow, Hassett, Ueland will come to the Hart Senate Office Blg tomorrow to negotiate w/GOP/Dem senators on the phase 3 coronavirus bill. McConnell says the talks need to happen “at the member level.”"
"1) A team of White House and administration officials Mnuchin, Kudlow, Hassett, Ueland will come to the Hart Senate Office Blg tomorrow to negotiate w/GOP/Dem senators on the phase 3 coronavirus bill. McConnell says the talks need to happen “at the member level.”"
