Senator Richard Burr Warned Of Coronavirus Effects In Private Meeting : NPR https://www.npr.org/2020/03/19/818192535/burr-recording-sparks-questions-about-private-comments-on-covid-19 …
Senator Richard Burr Warned Of Coronavirus Effects In Private Meeting : NPR https://www.npr.org/2020/03/19/818192535/burr-recording-sparks-questions-about-private-comments-on-covid-19 …
