"WHO: Sweden, which avoided mass coronavirus lockdowns, should be 'model' for the world https://www.foxnews.com/world/who-sweden-which-avoided-mass-coronavirus-lockdowns-should-be-model-for-the-world Meanwhile, back in the USA, we continue with draconian measures that will leave us far short of herd immunity, our economy is shot and we racked up trillions in debt."
RT @rubenbecerrasr: #COVID19 Update: 99 new confirmed positives today @hayscountygov. 69 of them in the 20-29 year old range and 80 of the…
