"There’s so many things that have changed with coronavirus quarantine. Used to cap toilet sessions (twitter, insta, magazines browsing) to about 20 minutes, but now, fuhgeddaboudit, nowhere to go!!!! Nothing to do!! #NumbFeet"
"There’s so many things that have changed with coronavirus quarantine. Used to cap toilet sessions (twitter, insta, magazines browsing) to about 20 minutes, but now, fuhgeddaboudit, nowhere to go!!!! Nothing to do!! #NumbFeet"
