"RT @sambavelivelli: Andhra Pradesh #COVID19 :
➡️ In AP out of 5858 cases, 2287 cases are from June 1-13.
➡️ 39% cases are from last 13 days…"
RT @KanchanGupta: To think #China which has wrought global havoc with its Made in Wuhan #ChineseVirus is not in the Billboard Top 10 #Covid…
