"#CCP #China also export #WuhanPneumonia #coronavirus
https://twitter.com/NST_Online/status/1218450739678212101?s=20 …"
RT @ANI: Loss of smell (anosmia) or loss of taste (ageusia) added to the list of #COVID19 symptoms by the Health Ministry. https://t.co/PM6…
"Get well soon #Covid19, hope you recover soon from Shahid Afridi"
