As usual...a day late and a dollar short Trip over their own stupidity World Health Organization declares coronavirus outbreak a public health emergency 
Yick Make sure u smudge with #palosanto and carry it #shungite Japan confirms its first case of the SARS-like coronavirus https://twitter.com/i/events/1217743831027728385 …
