"They haven't taken responsibility. They are as smug as ever. I'm not going to stand by and let Chinese state media like @XHNews  lie about the origin of the coronavirus.  It's 100% the CCP's fault and it's time they took the ""L"" and apologize to the world."
"They haven't taken responsibility. They are as smug as ever. I'm not going to stand by and let Chinese state media like @XHNews  lie about the origin of the coronavirus.  It's 100% the CCP's fault and it's time they took the ""L"" and apologize to the world."
