A vaccine for coronavirus has never been developed
RT @XHNews: Beijing's major wholesale market has been suspended after personnel working there tested positive for #COVID19 https://t.co/056…
"BBC NEWS: First positive case of coronavirus in Scotland.

At last. Some positive news from Scotland"
