"Vote: ------#CoronaVirus (CoV)
Derived from 1. WuHaN
2. Asian Respiratory Syndrome
3. East Asia Respiratory Syndrome
4. Chinese Pneumonia"
1st baby born pic!  #Wuhan #coronavirus pic.twitter.com/YDlHW3akRh
