RT @capt_amarinder: Have decided to take some steps to contain spread of #Covid19 &amp; to save Punjab &amp; Punjabis. These will also entail some…
"RT @rameshlaus: This is true for many states in #India 

Many are testing below their capacity.. Not sure, if test kits are in shortage..…"
