Bill and Melinda Gates Foundation donate $100 million to novel coronavirus relief efforts - CNN https://www.cnn.com/2020/02/06/business/bill-melinda-gates-foundation-novel-coronavirus/index.html …
Newspaper headlines: Fury 'gypsy king of the world' and coronavirus pandemic fears https://www.bbc.co.uk/news/blogs-the-papers-51608759 …
