Ongoing Coronavirus Outbreak Postpones Reopening of Apple Stores in China http://dlvr.it/RPg1gz 
Apple shares drop after coronavirus warning; Jaguar Land Rover faces parts shortage – business live - The Guardian http://dlvr.it/RQJD58 
Apple warns of iPhone 'supply shortages' due to coronavirus outbreak http://dlvr.it/RQDbCD 
