"RT @ABSCBNNews: The number of #COVID19 cases in the Philippines surpassed 25,000 on Saturday, with 504 fresh cases, the highest in a day si…"
RT @DailyExpress_MY: UPDATE: Sabah's #Covid19 cases rose by two today - the dead woman in Kota Kinabalu and a migrant worker in Penampang n…
