"Blue Check real real woke! 

His comments in thread tell us much more about him vs John Cornyn. 

Ryan’s thinking explains what led to China now having us by the balls and threatening to withhold medical materials and drown us in a sea of Coronavirus. https://twitter.com/ryanlcooper/status/1240367305017745408 …"
"Blue Check real real woke! 

His comments in thread tell us much more about him vs John Cornyn. 

Ryan’s thinking explains what led to China now having us by the balls and threatening to withhold medical materials and drown us in a sea of Coronavirus. https://twitter.com/ryanlcooper/status/1240367305017745408 …"
