"Agree but still, Delhiites are indeed unpredictable. Most, like Mumbaikars, don’t like to go out to queue & vote which means AAP will gain. Possiblythere will be a massive Corona Virus scaremongering just before elections. As things stand today, I think 50-50 split of seats."
"Agree but still, Delhiites are indeed unpredictable. Most, like Mumbaikars, don’t like to go out to queue & vote which means AAP will gain. Possiblythere will be a massive Corona Virus scaremongering  just before elections. 

As things stand today, I think 50-50 split of seats."
