"Gordon Chang: China is disappearing  journalists covering coronavirus
https://video.foxnews.com/v/6130576707001/ …"
"FACT CHECK: While discussing the coronavirus during Tuesday's debate, these two candidates blamed our President..

Joe Biden and  Mike Bloomberg were ""both wrong"" to say critical health agencies faced funding cuts.

""DEMOCRATS LIE & CHEAT""
It's what they do most.."
