"I just booked a trip to Miami and the price of the airfare was easily $150 less than it was two weeks ago.

The coronavirus does pay off in some ways."
"Everyone is so infected with fear, they can’t even fathom uttering a counter view of the coronavirus because they’re hyper worried about the blowback.

if you don’t speak up during chaos, nothing will ever change.

At least Scott Adams does."
"Everyone is so infected with fear, they can’t even fathom uttering a counter view of the coronavirus because they’re hyper worried about the blowback.

if you don’t speak up during chaos, nothing will ever change.

At least Scott Adams does."
