"Soap is actually a very effective way to kill coronavirus. Laundry is not likely to be something to worry about.

Wash your hands after touching the machines, but the clothes should be fine."
"Soap is actually a very effective way to kill coronavirus. Laundry is not likely to be something to worry about.

Wash your hands after touching the machines, but the clothes should be fine."
