"RT @RunjeethV: Recently almost all days TL used to be filled with #COVID19 case count , TN updates. Today bcoz of #ThalapathyVijay TL is fi…"
Man this corona virus or however tf you spell it is reminding me of that damn Swine Flu shit we had back in 2009
