"Chicago's 2nd coronavirus patient recently visited Cleveland, Ohio Department of Health confirms | http://wkyc.com It was nice knowing you all. "
"Chicago's 2nd coronavirus patient recently visited Cleveland, Ohio Department of Health confirms | http://wkyc.com 

It was nice knowing you all.  https://www.wkyc.com/article/news/health/chicago-confirmed-coronavirus-patient-visited-cleveland/95-018dfd85-4a70-448a-afad-edc207e9f954 …"
"By the way, I heard that some people are being discriminatory toward Asian people during this coronavirus situation, so I ordered Chinese food today.  #bethechange"
