"Nissan, Runault, tarde tariff and EU £675 billion coronavirus bail-out. “A no-deal Brexit is now all but inevitable” Excellent article. https://www.spectator.co.uk/article/a-no-deal-brexit-is-now-all-but-inevitable via @spectator"
"#coronavirus 
Confirmed cases on China, Japan, Thailand so far. 

I am worried it is spreading fast, with Chinese NY coming soon where increased international travels are expected. https://twitter.com/suilee/status/1217925012809641984 …"
