Coronavirus on our mind’s Coronavirus everywhere Poem 
damn coronavirus is BEATING italy’s ass boy https://twitter.com/spectatorindex/status/1232386385186709504 …
"RT @SLNCC01: Ministry of Health development confirms 46 new cases of #COVID19 (40 male &amp; 6 female).

17 of the cases are foreigners (16 Ind…"
