"Trump administration asks intelligence agencies to find out whether China, WHO hid info on coronavirus pandemic "
"Third govt official to succumb to #coronavirus in Iran 

https://rt.com/news/482442-iran-coronavirus-death-sheikholeslam/ …

""It’s not immediately clear how the epidemic, which first surfaced in Wuhan, China in December, took hold in Iran while leaving other countries closer to China relatively unscathed"". (extract)https://twitter.com/RT_com/status/1235660267306041344 …"
