"To keep the toddler in the WH from sending in the army to kill Americans, today we paid to send him to space camp. In a related story, now over 103k Americans have died in the coronavirus pandemic. "
"RT @OECD: 🗨️ ""As long as no vaccine or treatment is widely available, policymakers around the world will continue to walk on a tightrope.""…"
Coronavirus! ! ! !  We need Matt Damon and Dustin Hoffman
