An important truthful statement. #covid19uk #covid19 #coronavirusuk
Has he finally pulled his head out of his butt?. You decide.... #covid19uk #covid19 
Don't think anyone is going to vote conservative in the uk again after the #covid19 balls up
Well @BBCRadio4 are now putting on a nice comedy show taking the piss out of #covid19 how nice to make fun out of 3000 deaths. Good call BBC
That's over a year. Statistics are only in the 3 month stage for covid19. Sorry but retweet that comment in three months and see how relevant it is.
