@Twitter Trump is blowing the US response to coronavirus because he can't handle bad news
"@Twitter The Trump Administration Fumbled Its Initial Response to Coronavirus. Is There Enough Time to Fix It? More deaths in USA from a virus since the 1960's, more death than the 9 some years of the Vietnam war. TRUMP and the GOP are 100% responsible and still do not care."
"WHO says new China coronavirus could spread, warns hospitals worldwide https://flip.it/wNp2y0 "
U.S. federal agencies on high alert as new cases of Coronavirus spread in China- IF YOU ARE READING THIS THEN IT IS TOO LATE TO STOP THIS NEW KILLER. GRAB YOUR SOCKS MAN! https://flip.it/Nd6dUv 
U.S. jet fuel prices hit by demand fears on coronavirus https://flip.it/saml69 
Unions call on Trump administration for more robust coronavirus response https://flip.it/0iQK.o 
"Washington, Florida Governors Declare State of Emergency for Coronavirus- TRUMP AND PENCE HAVE NO CLUE HOW TO HELP AMERICA! https://flip.it/2mNp7K "
