"Very stupid ? #coronavirus Prime Minister of #Cambodia  Shaking hands with many infected people #Westerdam American passengers spread the virus 
Erroneous #CoronavirusOutbreak The horror that cannot be seen #CNN #NBC #ABC invisible death #Malaysiapic.twitter.com/3MQaPS9zQS"
