Tom Cotton airs fake theory that coronavirus is leaked China bioweapon - Business Insider https://www.businessinsider.com/coronavirus-bioweapon-tom-cotton-conspiracy-theory-china-warfare-leak-2020-2 …
Scientists ‘strongly condemn’ rumors and conspiracy theories about origin of coronavirus outbreak | Science | AAAS https://www.sciencemag.org/news/2020/02/scientists-strongly-condemn-rumors-and-conspiracy-theories-about-origin-coronavirus …
