Here's an idea. Let's go up and take back the 6 counties while England are too busy coughing up a lung #coronavirus #HighRiskCovid19 #COVID19 #COVIDー19ireland #CoronavirusOutbreak #CoronaIreland
Here's an idea. Let's go up and take back the 6 counties while England are too busy coughing up a lung #coronavirus #HighRiskCovid19 #COVID19 #COVIDー19ireland #CoronavirusOutbreak #CoronaIreland
