"""""Frostbite"" toes and rashes may be signs of a coronavirus infection"" "
"""Coronavirus: US President Donald Trump declares national emergency"" #Coronavirus https://twitter.com/i/events/1219057585707315201 …"
"This is amazing. Give people a sense of hope and joy during a turbulent time for people's health
""People in Italy respond to the coronavirus lockdown with a flash mob ""  https://twitter.com/i/events/1238546627876409350 …"
