Five things to know about the new China coronavirus https://asia.nikkei.com/Spotlight/Society/Five-things-to-know-about-the-new-China-coronavirus …
First Malaysian tests positive for coronavirus (Updated) https://www.thesundaily.my/local/first-malaysian-tests-positive-for-coronavirus-updated-FK1963722 …
