So SoKor is number 1 in the list now when it comes to recorded new cases of covid19 per day. 
Coronavirus may have actually started in secret Wuhan lab 280m from wet market https://www.mirror.co.uk/news/world-news/coronavirus-actually-started-secret-wuhan-21506739?utm_source=twitter.com&utm_medium=social&utm_campaign=sharebar …
"RT @Ari_LoveScars: Due to #COVID19 aka #Coronavirus Ill be sending the first 700 people to like &amp; retweet this $300 -$1500 through CashApp,…"
