"BBC News - China coronavirus spread is accelerating, Xi Jinping warns https://www.bbc.com/news/world-asia-china-51249208 …"
"Chicago woman who traveled to China diagnosed with coronavirus, health officials say https://www.chicagotribune.com/news/breaking/ct-coronavirus-china-epidemic-illinois-case-20200124-yx2xd3yeovar3o25ei6bfvvbze-story.html …"
BBC News - Coronavirus: South Korea confirms huge rise in cases https://www.bbc.com/news/world-asia-51596665 …
