New coronavirus cases have been reported throughout The T&amp;D Region as more people continue to be tested. 
"Wearing masks can help reduce the spread of coronavirus, but the practice has led to a new complaint — “maskne,” breakouts caused by wearing a mask for long periods of time. https://thetandd.com/lifestyles/health-med-fit/how-to-prevent-maskne-and-other-face-mask-skin-issues-according-to-dermatologists/article_cb681237-32c0-5d11-90ed-c862d4c8968f.html?utm_campaign=snd-autopilot&amp;utm_medium=social&amp;utm_source=twitter_TheTandD"
"New images of the novel coronavirus were released Friday from the National Institute of Allergy and Infectious Diseases’ Rocky Mountain Laboratories in Hamilton, Mont. https://thetandd.com/news/national/montana-lab-releases-new-images-of-coronavirus/article_3425e06e-63f6-53bb-b11d-d6b4925a1d74.html?utm_medium=social&utm_source=twitter_TheTandD …"
Animal shelters across the United States are making the hard decision to close their doors to the public because of the coronavirus pandemic. https://thetandd.com/lifestyles/pets/homes-for-pets-in-need-as-virus-pandemic-shuts-us/article_adf57aaf-d7c7-5aaf-bf4e-1380118e6ffe.html?utm_medium=social&utm_source=twitter_TheTandD …
Animal shelters across the United States are making the hard decision to close their doors to the public because of the coronavirus pandemic. https://thetandd.com/lifestyles/pets/homes-for-pets-in-need-as-virus-pandemic-shuts-us/article_adf57aaf-d7c7-5aaf-bf4e-1380118e6ffe.html?utm_medium=social&utm_source=twitter_TheTandD …
