I’ve seen what coronavirus can do but yep you call the truth ‘propaganda’ if you wish.
There’s NO story in fact Ighalo has been training separately from the Manchester United squad. With the risk of coronavirus anyone travelling from mainland China has to be monitored for two weeks for symptoms. There is honestly NO story here. Ighalo will be available for Chelsea.
