"$MSFT traded in the 185's briefly in AH, they seem to have been relatively unscathed by the coronavirus - meanwhile $AMZN had their websites labelelled by the US govt as counterfeit marketplaces in Canada, UK, Germany, France, and India. That Jedi contract sure seems fishy."
"About 3 months late. ""The Trump administration is organizing a Manhattan Project-style effort to drastically cut the time needed to develop a coronavirus vaccine, with a goal of making enough doses for most Americans by year’s end."""
