Does anyone else feel the #potus & #WhiteHouse are trying to convince us that #Coronavirus response is the states responsibilities hoping the #American people don’t hold #trump accountable for the #COVID19 pandemic failure on the federal level?
Does anyone else feel the #potus & #WhiteHouse are trying to convince us that #Coronavirus response is the states responsibilities hoping the #American people don’t hold #trump accountable for the #COVID19 pandemic failure on the federal level?
