I saw this headline on the Guardian yesterday and here a reminder of the long & shameful history of imagining San Francisco's Chinatown as place of contagion and infection #covid19 'Please visit Chinatown': coronavirus fears empty San Francisco district 
Transition towards a #NetZero #future for #Energy sector £62m #fund to recover from #Covid19 effect- by @ScotGov… https://t.co/faDJBha0Pf
