"When they start killing animals because of the corona virus, it is completely a wrong thing to do.  China should stop the eaters of exotic meat"
"Corona virus is instigating  a world wide epidemic, don’t the people eating these wild beasts ever consider what they are doing IS WRONG? https://twitter.com/SmithMadchen863/status/1221577612394467328 …"
