WATCH: Rep. Mark Green SLAMS Democrats And Media For Politicizing Coronavirus https://www.thegatewaypundit.com/2020/03/watch-rep-mark-green-slams-democrats-and-media-for-politicizing-coronavirus/ … via @gatewaypundit
"Coronavirus ""Patient Zero"" at CPAC Conference Identified - New Jersey OB-GYN Doctor and Close Ally of Ted Cruz https://www.thegatewaypundit.com/2020/03/coronavirus-patient-zero-at-cpac-conference-identified-new-jersey-ob-gyn-doctor-and-close-ally-of-ted-cruz/ … via @gatewaypundit"
