"I have taken the decision in consultation with the Festival committee to postpone all the rest of our Spring programme until the autumn due to the coronavirus. 
Stay safe at home and read! BW Helen x"
"I have taken the decision in consultation with the Festival committee to postpone all the rest of our Spring programme until the autumn due to the coronavirus. 
Stay safe at home and read! BW Helen x"
