China-Linked Harvard Professor & Chinese Nat'l Arrested For Smuggling US... #coronavirus https://youtu.be/9FFxx7I2y64 via @YouTube
Channel 4's Jon Snow in coronavirus ISOLATION and will be missing from TV for TWO WEEKS http://shr.gs/QEKDEAY 
"Studies Confirm Coronavirus Is Weaponized, Israel Bombs Gaza/Syria Again... https://youtu.be/xet7yLtFVwo  via @YouTube"
