Best festival purchase I ever made was a nettie pot. Coming in real clutch with this maybe-coronavirus-maybe-not I’m dealing with rn.
sorry im asian but please don’t come up to me and make coronavirus jokes thanks
sorry im asian but please don’t come up to me and make coronavirus jokes thanks
First victim of the Chinese virus!!!#coronavirus #ChineseWuhanVirushttps://twitter.com/WAVY_News/status/1240770809150558211 …
First victim of the Chinese virus!!!#coronavirus #ChineseWuhanVirushttps://twitter.com/WAVY_News/status/1240770809150558211 …
