" HAND SANITIZER DOES FUCK ALL WHEN IT COMES TO VIRAL INFECTIONS (THE FLU, PNEUMONIA, EBOLA, AND THE NEW CORONAVIRUS) VIRUS=VIRAL. An antiBACTERIAL cleaner, soap, spray, wipes will not protect you from these! Please just wash your hands properly! https://twitter.com/kellybadbuttt/status/1222178942594928640 …"
"Hey, y’all, maybe don’t with the racist memes about Corona Virus."
Can someone seriously get @realDonaldTrump some #coronavirus ? Asking for a friend(s).
