"""If the Coronavirus doesn't bother me why would it bother you?"" :> Republican motto: Get sick and die fast. #Reaganomics = #Narcissism = #Mentalillness = #GOP"
"""If the Coronavirus doesn't bother me why would it bother you?"" :> Republican motto: Get sick and die fast. #Reaganomics = #Narcissism = #Mentalillness = #GOP"
