"There are people, even in my Twitter feed(!), spreading paranoid misinformation about the Wuhan coronavirus!

STOP SPREADING MISINFORMATION!"
"What you are saying is total ignorant bullshit! 
This is talking about a way to detect 7 different Influenza viruses using PCR. It has nothing whatsoever to do with any Coronavirus. 
Please stop spreading misinformation."
"Coronavirus: Is Britain Ready? 
https://youtu.be/ZBOwFBu05c8 "
