China’s Wuhan City Confirms 17 New Novel Coronavirus Cases http://a.msn.com/01/en-us/BBZ6fTw?ocid=st …
"Las Vegas casinos brace for loss of Chinese tourism as coronavirus spreads

https://www.nbcnews.com/news/us-news/las-vegas-casinos-brace-loss-chinese-tourism-coronavirus-spreads-n1147071 …"
