"""Coronavirus: At least 189 confirmed cases in Latin America and the Caribbean"" #Coronavirus https://twitter.com/i/events/1219057585707315201 …"
"US Moves Nearer to Shutdown Amid Coronavirus Fears
https://www.nbcwashington.com/news/health/long-waits-screenings-us-airports-coronavirus/2241624/ …"
"US Moves Nearer to Shutdown Amid Coronavirus Fears
https://www.nbcwashington.com/news/health/long-waits-screenings-us-airports-coronavirus/2241624/ …"
